epoch,gate_global_mean,Brown Blight_mean,Brown Blight_std,Brown Blight_n,Gray Blight_mean,Gray Blight_std,Gray Blight_n,Green mirid bug_mean,Green mirid bug_std,Green mirid bug_n,Healthy leaf_mean,Healthy leaf_std,Healthy leaf_n,Helopeltis_mean,Helopeltis_std,Helopeltis_n,Red spider_mean,Red spider_std,Red spider_n,Tea algal leaf spot_mean,Tea algal leaf spot_std,Tea algal leaf spot_n
1,0.12396329641342163,0.11862733960151672,0.008362967520952225,83,0.12441997975111008,0.008234364911913872,163,0.12541240453720093,0.009180519729852676,185,0.12409236282110214,0.008711769245564938,147,0.12681756913661957,0.007627011742442846,86,0.1253637969493866,0.008161945268511772,76,0.12040389329195023,0.007225509732961655,76
2,0.12736114859580994,0.12185558676719666,0.009062868542969227,83,0.12811316549777985,0.008877799846231937,163,0.12924309074878693,0.009962541982531548,185,0.12693443894386292,0.009430944919586182,147,0.1300361156463623,0.008291319012641907,86,0.12885083258152008,0.00885089673101902,76,0.12348857522010803,0.007753544021397829,76
3,0.13205119967460632,0.12631188333034515,0.009913468733429909,83,0.13310606777668,0.0100011071190238,163,0.13524368405342102,0.011221285909414291,185,0.12998661398887634,0.010467362590134144,147,0.13465987145900726,0.009309344924986362,86,0.13344453275203705,0.009664005599915981,76,0.12793369591236115,0.00852651335299015,76
4,0.1369255632162094,0.1311616152524948,0.010892395861446857,83,0.13877184689044952,0.011389220133423805,163,0.1421964019536972,0.012704986147582531,185,0.13223785161972046,0.011544697917997837,147,0.13888834416866302,0.010404729284346104,86,0.13772021234035492,0.010390866547822952,76,0.1324816197156906,0.009427736513316631,76
5,0.1440863460302353,0.13835051655769348,0.01243419386446476,83,0.1473587155342102,0.013557312078773975,163,0.15170304477214813,0.014696195721626282,185,0.13563548028469086,0.012903285212814808,147,0.14539283514022827,0.011975695379078388,86,0.14428068697452545,0.01149236410856247,76,0.13946452736854553,0.010766647756099701,76
6,0.15351322293281555,0.14936184883117676,0.014525283128023148,83,0.15882320702075958,0.016681529581546783,163,0.16423538327217102,0.017245126888155937,185,0.13822761178016663,0.014579338021576405,147,0.153402641415596,0.013979686424136162,86,0.15302316844463348,0.013307777233421803,76,0.1507391631603241,0.013072427362203598,76
7,0.16622468829154968,0.16493022441864014,0.018079062923789024,83,0.17463918030261993,0.021235862746834755,163,0.1809748411178589,0.02092614211142063,185,0.141325443983078,0.01662020944058895,147,0.1633811742067337,0.016865581274032593,86,0.16494590044021606,0.016083648428320885,76,0.16634328663349152,0.01645573042333126,76
8,0.17993104457855225,0.18344667553901672,0.022912176325917244,83,0.1924719363451004,0.02720935456454754,163,0.19839724898338318,0.025142472237348557,185,0.14334459602832794,0.018913593143224716,147,0.172506645321846,0.02028603106737137,86,0.17807649075984955,0.0198481697589159,76,0.18526579439640045,0.021232062950730324,76
9,0.19387660920619965,0.20423981547355652,0.028912361711263657,83,0.21145649254322052,0.034109894186258316,163,0.2159832864999771,0.03005066141486168,185,0.14390969276428223,0.02103356458246708,147,0.1796775609254837,0.02430485002696514,86,0.191192626953125,0.024485625326633453,76,0.20644016563892365,0.026758594438433647,76
10,0.20999698340892792,0.22964955866336823,0.036146845668554306,83,0.23298579454421997,0.042517002671957016,163,0.23571644723415375,0.036032482981681824,185,0.14378055930137634,0.023413214832544327,147,0.18719197809696198,0.029065821319818497,86,0.20592458546161652,0.030662089586257935,76,0.23457737267017365,0.03372504189610481,76
11,0.22741122543811798,0.2591523230075836,0.044917263090610504,83,0.2563004791736603,0.05186852440237999,163,0.2568102180957794,0.04348459467291832,185,0.1424664407968521,0.02576291747391224,147,0.19372700154781342,0.034868936985731125,86,0.2204943150281906,0.037928689271211624,76,0.26855790615081787,0.041239771991968155,76
12,0.24754901230335236,0.2966367304325104,0.05574992671608925,83,0.2828436493873596,0.062227651476860046,163,0.2789834439754486,0.05197439715266228,185,0.140473872423172,0.028073692694306374,147,0.20130246877670288,0.041699547320604324,86,0.23701557517051697,0.04649147391319275,76,0.31169530749320984,0.048999249935150146,76
13,0.26681315898895264,0.3355977535247803,0.06747026741504669,83,0.3067814111709595,0.0734037235379219,163,0.3022797405719757,0.06246063858270645,185,0.13584889471530914,0.02994450181722641,147,0.20454300940036774,0.04993237555027008,86,0.2509380280971527,0.05570445954799652,76,0.35928988456726074,0.05681024119257927,76
14,0.28385722637176514,0.3761412799358368,0.08045202493667603,83,0.32865896821022034,0.08406511694192886,163,0.3208152949810028,0.07333765923976898,185,0.12992142140865326,0.031042227521538734,147,0.202737495303154,0.05852104350924492,86,0.26183760166168213,0.06508181989192963,76,0.4085789620876312,0.0632341280579567,76
15,0.29880860447883606,0.41706129908561707,0.09294678270816803,83,0.3478030264377594,0.0946323499083519,163,0.3358253240585327,0.0851413756608963,185,0.12240497022867203,0.03164694830775261,147,0.19777874648571014,0.06724537909030914,86,0.269775390625,0.07432027161121368,76,0.4590357840061188,0.06828124821186066,76
16,0.31347259879112244,0.4592711627483368,0.10526936501264572,83,0.3677327036857605,0.10471763461828232,163,0.34929728507995605,0.09780420362949371,185,0.11516254395246506,0.03157908469438553,147,0.19248643517494202,0.07580098509788513,86,0.2735065519809723,0.0837206318974495,76,0.5111116170883179,0.0724346786737442,76
17,0.32867559790611267,0.5054211020469666,0.11736474186182022,83,0.3857758939266205,0.11595676839351654,163,0.3628797233104706,0.11197151988744736,185,0.10769093036651611,0.03147818520665169,147,0.18821397423744202,0.08506101369857788,86,0.2768474519252777,0.0939173623919487,76,0.5681281089782715,0.07566431164741516,76
18,0.34147441387176514,0.5498840808868408,0.12759190797805786,83,0.4007156491279602,0.12691432237625122,163,0.37458133697509766,0.12701573967933655,185,0.09894587844610214,0.030728783458471298,147,0.18134254217147827,0.09396622329950333,86,0.27620014548301697,0.10334616154432297,76,0.6218004822731018,0.07663167268037796,76
19,0.3522063195705414,0.5930940508842468,0.1362098604440689,83,0.4135674834251404,0.13831695914268494,163,0.3823116719722748,0.14310090243816376,185,0.08990789949893951,0.02914922870695591,147,0.17124620079994202,0.10198071599006653,86,0.2747698426246643,0.11318464577198029,76,0.6737927794456482,0.07560661435127258,76
20,0.3580872416496277,0.6274296641349792,0.1435234695672989,83,0.41693228483200073,0.1487337201833725,163,0.38183099031448364,0.1593576818704605,185,0.08330406248569489,0.027486594393849373,147,0.16027973592281342,0.10935410857200623,86,0.27348166704177856,0.12243949621915817,76,0.7198615074157715,0.07248423993587494,76
21,0.36141297221183777,0.6527673006057739,0.15094923973083496,83,0.4142676889896393,0.157830610871315,163,0.38163501024246216,0.17443186044692993,185,0.07728545367717743,0.026055732741951942,147,0.1496337205171585,0.11510216444730759,86,0.2702540457248688,0.13062888383865356,76,0.7610055804252625,0.06779943406581879,76
22,0.3684021830558777,0.6804611086845398,0.15794627368450165,83,0.4130522310733795,0.16687116026878357,163,0.3936658799648285,0.19054070115089417,185,0.07185789197683334,0.02466023527085781,147,0.14048554003238678,0.12240377813577652,86,0.26713401079177856,0.13880297541618347,76,0.8030941486358643,0.06189030781388283,76
23,0.36693355441093445,0.6981539726257324,0.16476738452911377,83,0.40165627002716064,0.17264261841773987,163,0.3906022310256958,0.2042866349220276,185,0.0653206929564476,0.022432861849665642,147,0.12985903024673462,0.1263558268547058,86,0.2557164132595062,0.14201383292675018,76,0.8359888792037964,0.05632073059678078,76
24,0.362143874168396,0.7027661204338074,0.1730089634656906,83,0.38327455520629883,0.17442047595977783,163,0.3845229744911194,0.21534061431884766,185,0.0602983757853508,0.020601192489266396,147,0.12255788594484329,0.13024097681045532,86,0.24649128317832947,0.1437733769416809,76,0.8609490394592285,0.05086350813508034,76
25,0.35721269249916077,0.7068106532096863,0.1817566305398941,83,0.3617100715637207,0.174908846616745,163,0.381964772939682,0.22619670629501343,185,0.054627709090709686,0.018539270386099815,147,0.11524715274572372,0.1339970827102661,86,0.23642690479755402,0.14457640051841736,76,0.8853695392608643,0.04523558169603348,76
26,0.35278627276420593,0.7110875248908997,0.18962277472019196,83,0.34683096408843994,0.173649862408638,163,0.37480783462524414,0.23612253367900848,185,0.049840811640024185,0.016864128410816193,147,0.10941793769598007,0.137582927942276,86,0.2272210419178009,0.14452023804187775,76,0.9075670838356018,0.039404649287462234,76
27,0.34809786081314087,0.7148864269256592,0.19719600677490234,83,0.3301316797733307,0.17118726670742035,163,0.3693926930427551,0.2440337836742401,185,0.04548271372914314,0.015209970995783806,147,0.10517635196447372,0.14127010107040405,86,0.21615439653396606,0.1439669132232666,76,0.9263723492622375,0.033675603568553925,76
28,0.3398793637752533,0.7162497639656067,0.20584148168563843,83,0.30801111459732056,0.16715183854103088,163,0.35736775398254395,0.25097858905792236,185,0.04042987525463104,0.013379103504121304,147,0.10023321211338043,0.14442768692970276,86,0.2030286341905594,0.14219410717487335,76,0.9418495297431946,0.028784429654479027,76
29,0.3318548798561096,0.7166615724563599,0.2136509269475937,83,0.2907696068286896,0.16338220238685608,163,0.34251105785369873,0.2562769651412964,185,0.03587330877780914,0.011715170927345753,147,0.09564156085252762,0.14699742197990417,86,0.19125044345855713,0.13996678590774536,76,0.9541722536087036,0.024707162752747536,76
30,0.3268907964229584,0.7161850333213806,0.2206019163131714,83,0.2769842743873596,0.16107064485549927,163,0.3365998864173889,0.2617475688457489,185,0.03237323462963104,0.01035359501838684,147,0.09384474903345108,0.1505180299282074,86,0.18114350736141205,0.13782209157943726,76,0.9642590880393982,0.020703600719571114,76
31,0.31934064626693726,0.7105565667152405,0.2294122725725174,83,0.2630566656589508,0.15939977765083313,163,0.3236951529979706,0.2657511532306671,185,0.02896741032600403,0.0088757099583745,147,0.09117285907268524,0.15314584970474243,86,0.16951389610767365,0.135205939412117,76,0.9718660116195679,0.017454544082283974,76
32,0.31232190132141113,0.7009071707725525,0.23862379789352417,83,0.2513614892959595,0.15796485543251038,163,0.3119460642337799,0.26797133684158325,185,0.026337604969739914,0.007822875864803791,147,0.08898446708917618,0.15574082732200623,86,0.16032329201698303,0.13319925963878632,76,0.9774812459945679,0.0148570341989398,76
33,0.306119829416275,0.6833966970443726,0.24944321811199188,83,0.2403029054403305,0.1552632451057434,163,0.3057662844657898,0.2692393362522125,185,0.024282390251755714,0.006939539220184088,147,0.08845369517803192,0.1579519808292389,86,0.15237587690353394,0.1310892552137375,76,0.9812975525856018,0.013321132399141788,76
34,0.299221009016037,0.6686291098594666,0.25840482115745544,83,0.23159059882164001,0.15343691408634186,163,0.29342734813690186,0.26904675364494324,185,0.02229122258722782,0.006156203802675009,147,0.08638053387403488,0.15907013416290283,86,0.14624746143817902,0.12960897386074066,76,0.9844006896018982,0.011856842786073685,76
35,0.29559630155563354,0.6597459316253662,0.26496991515159607,83,0.22648461163043976,0.15345051884651184,163,0.28773489594459534,0.2699244022369385,185,0.02095898427069187,0.005656928289681673,147,0.08559834957122803,0.16054172813892365,86,0.14219745993614197,0.12880398333072662,76,0.9875038266181946,0.010254266671836376,76
36,0.2889231741428375,0.6462578773498535,0.2721808850765228,83,0.2186073362827301,0.1520482450723648,163,0.27637961506843567,0.2693648934364319,185,0.018813567236065865,0.0049202959053218365,147,0.08234937489032745,0.16065463423728943,86,0.13569480180740356,0.12698596715927124,76,0.9894505739212036,0.009328627027571201,76
37,0.2833891212940216,0.6315668225288391,0.27915412187576294,83,0.21135351061820984,0.15087087452411652,163,0.26876571774482727,0.2692793905735016,185,0.01722286455333233,0.004413981921970844,147,0.08075421303510666,0.16244937479496002,86,0.12964268028736115,0.12523025274276733,76,0.9911017417907715,0.00872587226331234,76
38,0.2777806222438812,0.6188178062438965,0.284252792596817,83,0.2044834941625595,0.15026913583278656,163,0.26017168164253235,0.2688121795654297,185,0.015879521146416664,0.003987723495811224,147,0.07754445821046829,0.16182632744312286,86,0.12405716627836227,0.12458989024162292,76,0.9922774434089661,0.008345148526132107,76
39,0.269478440284729,0.6040546298027039,0.28928637504577637,83,0.19490846991539001,0.14879310131072998,163,0.24413642287254333,0.2654930651187897,185,0.014301741495728493,0.003464613575488329,147,0.0730716809630394,0.15934911370277405,86,0.11801629513502121,0.12296836823225021,76,0.9929841756820679,0.008763985708355904,76
40,0.2630465030670166,0.5893098711967468,0.29537150263786316,83,0.1868615597486496,0.14738605916500092,163,0.23305292427539825,0.2620293200016022,185,0.01329056080430746,0.0031103796791285276,147,0.07040245831012726,0.15624435245990753,86,0.11354868113994598,0.12228526175022125,76,0.9937101602554321,0.00940928515046835,76
41,0.25696104764938354,0.5669791102409363,0.3033629059791565,83,0.17998668551445007,0.1459752917289734,163,0.22543726861476898,0.2598573863506317,185,0.012522275559604168,0.0028560778591781855,147,0.06871990859508514,0.15445682406425476,86,0.10900717973709106,0.12076891958713531,76,0.9939735531806946,0.011069691739976406,76
42,0.25116777420043945,0.5429650545120239,0.3109476566314697,83,0.17292870581150055,0.1439511626958847,163,0.2201477438211441,0.2582402527332306,185,0.011826029047369957,0.0026573967188596725,147,0.06640958040952682,0.15170632302761078,86,0.10498689115047455,0.1198233813047409,76,0.9939928650856018,0.013841768726706505,76
43,0.24470610916614532,0.5235217213630676,0.3174191415309906,83,0.16586697101593018,0.14233091473579407,163,0.21044470369815826,0.25595617294311523,185,0.011056965216994286,0.0024696998298168182,147,0.06291966140270233,0.14796458184719086,86,0.10107020288705826,0.11875966191291809,76,0.9939671754837036,0.016874954104423523,76
44,0.2418595552444458,0.5090391039848328,0.3228346109390259,83,0.16139905154705048,0.14211027324199677,163,0.2103998064994812,0.2559405267238617,185,0.01066534873098135,0.0024646094534546137,147,0.06182204931974411,0.14522762596607208,86,0.09794416278600693,0.11895665526390076,76,0.9940378069877625,0.019021593034267426,76
45,0.2367752343416214,0.4936858117580414,0.32794010639190674,83,0.15615564584732056,0.14132681488990784,163,0.20255602896213531,0.253557413816452,185,0.010150156915187836,0.0023729302920401096,147,0.05934511125087738,0.14244681596755981,86,0.09450450539588928,0.11890442669391632,76,0.9937936663627625,0.02260264754295349,76
46,0.23278874158859253,0.4788108766078949,0.3329509198665619,83,0.15192212164402008,0.1408594399690628,163,0.19725337624549866,0.25150665640830994,185,0.009935287758708,0.002382958773523569,147,0.058261074125766754,0.14086350798606873,86,0.09196913987398148,0.11920154094696045,76,0.9934017658233643,0.027171285822987556,76
47,0.22814679145812988,0.46011316776275635,0.3387596011161804,83,0.14612004160881042,0.13868847489356995,163,0.1928330510854721,0.24910609424114227,185,0.009668986313045025,0.0023770814295858145,147,0.056559763848781586,0.13864107429981232,86,0.08931130170822144,0.11867740750312805,76,0.9922838807106018,0.034439817070961,76
48,0.2225884199142456,0.440458744764328,0.3437236547470093,83,0.138873890042305,0.13557913899421692,163,0.1868687868118286,0.2460044026374817,185,0.009339988231658936,0.002326655201613903,147,0.05397295579314232,0.13580641150474548,86,0.08603668212890625,0.11764834076166153,76,0.990966796875,0.04303159937262535,76
49,0.21857520937919617,0.4241415858268738,0.3478763699531555,83,0.13268481194972992,0.13316160440444946,163,0.1849406212568283,0.24400447309017181,185,0.009033800102770329,0.002308122580870986,147,0.05142717435956001,0.13140499591827393,86,0.08340293169021606,0.11695774644613266,76,0.9897717833518982,0.05072666332125664,76
50,0.21260972321033478,0.4079652428627014,0.35054728388786316,83,0.12680034339427948,0.13019458949565887,163,0.17476969957351685,0.23963800072669983,185,0.008630843833088875,0.0022791873198002577,147,0.0481652095913887,0.1272251456975937,86,0.08046762645244598,0.115745909512043,76,0.9881720542907715,0.06021517142653465,76
51,0.2078743427991867,0.39255771040916443,0.35276561975479126,83,0.11993014812469482,0.12658050656318665,163,0.1698334962129593,0.23664918541908264,185,0.008422020822763443,0.0022857452277094126,147,0.04604716598987579,0.12398020178079605,86,0.07769855856895447,0.114506296813488,76,0.9864758849143982,0.0705859586596489,76
52,0.20324774086475372,0.37985193729400635,0.35429421067237854,83,0.1131732240319252,0.12303014099597931,163,0.1638537496328354,0.2336883693933487,185,0.008216936141252518,0.0022252053022384644,147,0.0436154305934906,0.11959081143140793,86,0.0751977190375328,0.11341293901205063,76,0.9853740334510803,0.0772690400481224,76
53,0.19757592678070068,0.36834773421287537,0.3554065525531769,83,0.10709703713655472,0.11928841471672058,163,0.15228313207626343,0.22778816521167755,185,0.008009048178792,0.002147233346477151,147,0.04080284386873245,0.11379367858171463,86,0.07265793532133102,0.11200443655252457,76,0.9843621253967285,0.08347801119089127,76
54,0.1933312863111496,0.3572266399860382,0.3567774295806885,83,0.10161998122930527,0.11581167578697205,163,0.14587455987930298,0.22327318787574768,185,0.007916171103715897,0.0021728682331740856,147,0.03862043842673302,0.10747803002595901,86,0.07031732052564621,0.11040512472391129,76,0.9832699298858643,0.09025167673826218,76
55,0.18822398781776428,0.34666773676872253,0.35767871141433716,83,0.09613065421581268,0.11189396679401398,163,0.13604484498500824,0.21612763404846191,185,0.007696216460317373,0.0021495711989700794,147,0.03551957756280899,0.09838782250881195,86,0.0678265243768692,0.10876380652189255,76,0.9820910096168518,0.0971079096198082,76
56,0.1850433349609375,0.33629369735717773,0.3586949110031128,83,0.09162051230669022,0.10857032239437103,163,0.13308711349964142,0.21229438483715057,185,0.00759898079559207,0.0021678898483514786,147,0.033535536378622055,0.09108360856771469,86,0.06535600125789642,0.10694075375795364,76,0.9810469746589661,0.10367599129676819,76
57,0.18138256669044495,0.3277534544467926,0.3594551086425781,83,0.08769843727350235,0.10604482144117355,163,0.1271267831325531,0.2073095589876175,185,0.007383112795650959,0.00214228592813015,147,0.030241921544075012,0.07918618619441986,86,0.06302080303430557,0.10520994663238525,76,0.98046875,0.1078098937869072,76
58,0.1765906810760498,0.3196146488189697,0.3601924777030945,83,0.08429525792598724,0.1040429100394249,163,0.11578334122896194,0.19996125996112823,185,0.007041035685688257,0.002103541512042284,147,0.026549316942691803,0.06636898219585419,86,0.06060770899057388,0.10317375510931015,76,0.980072021484375,0.11054237186908722,76
59,0.17304401099681854,0.30999755859375,0.36095839738845825,83,0.08064906299114227,0.10111794620752335,163,0.11039930582046509,0.19583459198474884,185,0.006773124914616346,0.002065742388367653,147,0.02367769367992878,0.05603993684053421,86,0.058257654309272766,0.10066822916269302,76,0.9795387387275696,0.11374006420373917,76
60,0.16912993788719177,0.2992592453956604,0.3604232668876648,83,0.0771661326289177,0.09690757840871811,163,0.1035262942314148,0.19142189621925354,185,0.006424040999263525,0.0020255043637007475,147,0.021235931664705276,0.04855262115597725,86,0.05625554174184799,0.0986090749502182,76,0.9788818359375,0.11691342294216156,76
61,0.16587388515472412,0.28964367508888245,0.3597048819065094,83,0.07417512685060501,0.09423627704381943,163,0.09807750582695007,0.1875137835741043,185,0.006122511345893145,0.00198077829554677,147,0.019485628232359886,0.044298894703388214,86,0.054445769637823105,0.0964873656630516,76,0.9784754514694214,0.11849723011255264,76
62,0.16393344104290009,0.28163808584213257,0.35899314284324646,83,0.0715479925274849,0.09173587709665298,163,0.09672814607620239,0.18675267696380615,185,0.005956221371889114,0.0019454925786703825,147,0.018406668677926064,0.04168625921010971,86,0.05313331261277199,0.09615115821361542,76,0.9781582355499268,0.11979401111602783,76
