epoch,gate_global_mean,Brown Blight_mean,Brown Blight_std,Brown Blight_n,Gray Blight_mean,Gray Blight_std,Gray Blight_n,Green mirid bug_mean,Green mirid bug_std,Green mirid bug_n,Healthy leaf_mean,Healthy leaf_std,Healthy leaf_n,Helopeltis_mean,Helopeltis_std,Helopeltis_n,Red spider_mean,Red spider_std,Red spider_n,Tea algal leaf spot_mean,Tea algal leaf spot_std,Tea algal leaf spot_n
1,0.11971163004636765,0.11973626911640167,0.00027272565057501197,83,0.1197633370757103,0.00028954751905985177,163,0.11979221552610397,0.00028882018523290753,185,0.11948399990797043,0.00021561102767009288,147,0.11957213282585144,0.0002070411283057183,86,0.11985136568546295,0.0002523748262319714,76,0.11983610689640045,0.00030130913364700973,76
2,0.11973429471254349,0.11976715177297592,0.0002813915489241481,83,0.11979179084300995,0.00030311348382383585,163,0.11982323229312897,0.00030394436907954514,185,0.11948482692241669,0.0002220652677351609,147,0.11958419531583786,0.00021497218403965235,86,0.11987786740064621,0.00026710578822530806,76,0.11986742168664932,0.00031266160658560693,76
3,0.1197674348950386,0.1198105439543724,0.0002946211025118828,83,0.11982399225234985,0.0003171017742715776,163,0.11986413598060608,0.00032143836142495275,185,0.11949355155229568,0.00022898403403814882,147,0.11961116641759872,0.00022121708025224507,86,0.11992444843053818,0.00027847805176861584,76,0.11991319805383682,0.000328319234540686,76
4,0.11981642246246338,0.11987598985433578,0.000304793706163764,83,0.11987341940402985,0.00033481544232927263,163,0.11992979049682617,0.0003399208071641624,185,0.11951306462287903,0.00023121073900256306,147,0.119639553129673,0.00023421432706527412,86,0.11997102200984955,0.0002933966170530766,76,0.11998548358678818,0.00034313835203647614,76
5,0.11990423500537872,0.11999144405126572,0.0003232940216548741,83,0.11996478587388992,0.00035974924685433507,163,0.1200442761182785,0.00036486113094724715,185,0.11954711377620697,0.00023260530724655837,147,0.11970555782318115,0.00024203539942391217,86,0.12004651874303818,0.00029934628400951624,76,0.12011156231164932,0.0003616554895415902,76
6,0.11997484415769577,0.12010909616947174,0.0003350772603880614,83,0.1200404241681099,0.0003871782682836056,163,0.1201508417725563,0.0003836069081444293,185,0.11954627931118011,0.00023716974828857929,147,0.1197410374879837,0.00025436977739445865,86,0.1200890764594078,0.000304764456814155,76,0.12023845314979553,0.00038455636240541935,76
7,0.12005428224802017,0.1202598512172699,0.0003680785303004086,83,0.12012467533349991,0.00042624317575246096,163,0.12026598304510117,0.00040802074363455176,185,0.11952801048755646,0.0002464808349031955,147,0.11976871639490128,0.00026471843011677265,86,0.12014449387788773,0.00030652116402052343,76,0.12041433155536652,0.00042127782944589853,76
8,0.12014957517385483,0.1204422190785408,0.0004047625698149204,83,0.12022390216588974,0.00047889267443679273,163,0.12040784955024719,0.00043329581967554986,185,0.11949936300516129,0.0002575664548203349,147,0.1198020726442337,0.0002888201561290771,86,0.12019990384578705,0.0003147750103380531,76,0.12064240872859955,0.0004725770268123597,76
9,0.12026827782392502,0.1207084208726883,0.0004809579986613244,83,0.12034036219120026,0.0005526712629944086,163,0.1205790787935257,0.00047881578211672604,185,0.11943791061639786,0.0002767627884168178,147,0.11980988085269928,0.0003204697568435222,86,0.12027940899133682,0.00034363800659775734,76,0.12099014967679977,0.0005617590504698455,76
10,0.12043193727731705,0.12106654047966003,0.0005914735374972224,83,0.12050586193799973,0.0006466057966463268,163,0.12081100791692734,0.0005528608453460038,185,0.11935985088348389,0.0003058605070691556,147,0.11982620507478714,0.00038248885539360344,86,0.12037979811429977,0.0003800078120548278,76,0.12146879732608795,0.0006681449012830853,76
