epoch,lr,train_loss,train_acc1,val_loss,val_acc1,val_macro_f1,val_micro_f1,val_weighted_f1,val_macro_precision,val_macro_recall,val_macro_auc,val_gate_global_mean
1,9.976041666666671e-05,1.317220587331086,0.5794745484400656,1.9351555296019012,0.17401960784313725,0.09289025076900234,0.17401960784313725,0.11572434566254865,0.18489131102895512,0.13625508851067203,0.5403287934768871,0.0
2,0.00019956041666666636,0.7458964394818386,0.8594417077175698,1.9227869370404411,0.1948529411764706,0.11473329399989333,0.1948529411764706,0.13700723500046774,0.27648601952015184,0.15631991705332232,0.5914055016476347,0.0
3,0.00029936041666666583,0.7152290821466931,0.8842364532019704,1.9060992072610294,0.23651960784313725,0.15567345220557605,0.23651960784313725,0.18611008464430676,0.37367604178735564,0.19070492746254528,0.6515744653175988,0.0
4,0.00039916041666666544,0.6737253658877218,0.9041050903119868,1.8845143014309453,0.25980392156862747,0.1809461313866385,0.25980392156862747,0.2122308533531623,0.4725507973016279,0.214122383678809,0.7162463505234761,0.0
5,0.0004989604166666647,0.7023048381108564,0.8927750410509031,1.857217227711397,0.3161764705882353,0.2388465544143616,0.3161764705882353,0.26871328397435057,0.5583527949911381,0.2710196024761316,0.7803287922012371,0.0
6,0.000499866414575353,0.6997573914003294,0.8949096880131363,1.8231727749693627,0.37254901960784315,0.30324006225815214,0.37254901960784315,0.3336913593158819,0.6594544157264345,0.3274656591772827,0.839311408148104,0.0
7,0.0004994601654405588,0.6902640427274657,0.8942528735632184,1.7818184623531266,0.4534313725490196,0.39823890606037377,0.4534313725490196,0.42721913920738125,0.6509517885344199,0.41378655272876586,0.8878286248614661,0.0
8,0.0004987816820200516,0.6718749924442059,0.9014778325123153,1.733697627104965,0.5465686274509803,0.5011990610605837,0.5465686274509803,0.5349978372269911,0.6730812246626919,0.5063438764595374,0.923690092928262,0.0
9,0.0004978317062254908,0.657036482915894,0.9123152709359605,1.6783411362591911,0.6213235294117647,0.579931849823307,0.6213235294117647,0.6146112183266867,0.7132288851259674,0.5811239033341244,0.9472582213017898,0.0
10,0.0004966112768414596,0.6343364824998163,0.922824302134647,1.616228886679107,0.7144607843137255,0.6750027257855964,0.7144607843137255,0.707111596537553,0.7828420277086646,0.6780161763206021,0.9619764283480124,0.0
11,0.0004951386262661824,0.6259833436098396,0.9229885057471264,1.5505622391607248,0.7573529411764706,0.7150472368216235,0.7573529411764706,0.748387899915428,0.7990485409630546,0.7225153577230211,0.9709518677177599,0.0
12,0.0004933843645062987,0.6187642897976248,0.9287356321839081,1.478338503370098,0.7953431372549019,0.7561627704906732,0.7953431372549019,0.7859447910710781,0.8211984043882679,0.7656544806213808,0.9772189901113155,0.0
13,0.0004913645122598198,0.6064472106485727,0.9344827586206896,1.4056091285219379,0.8321078431372549,0.8012593480436,0.8321078431372549,0.8260164673032712,0.8517924081480089,0.8087300166322331,0.9815385088964776,0.0
14,0.0004890812782055213,0.6075745284067977,0.9331691297208539,1.3324608872918522,0.8504901960784313,0.8207633633422363,0.8504901960784313,0.8445270055129839,0.8597606293985213,0.8273334550021804,0.984677039635104,0.0
15,0.00048653715902632,0.6011666916861322,0.9382594417077176,1.2597979377297794,0.8700980392156863,0.8418308248705225,0.8700980392156863,0.864244811629934,0.8764446014512458,0.846676836778499,0.9869183512110793,0.0
16,0.000483734936679187,0.5785021879892239,0.9467980295566503,1.1903094100017173,0.8799019607843137,0.8538418506465987,0.8799019607843137,0.8744425198325623,0.8836739239516378,0.8589448532732392,0.9887362301425834,0.0
17,0.0004806776753531159,0.5806569353308779,0.9459770114942528,1.1217639376135433,0.8884803921568627,0.8647097167368548,0.8884803921568627,0.8840477143806895,0.8905512080624198,0.869193594821475,0.9900501141734601,0.0
18,0.00047736871811848095,0.5647037473707559,0.9509031198686371,1.0580306684269625,0.8946078431372549,0.8725876035461041,0.8946078431372549,0.8907451570445923,0.8975516824864967,0.8770531886187476,0.991061728664944,0.0
19,0.00047381168327143594,0.5640403964836609,0.955336617405583,1.0012207019562815,0.8982843137254902,0.8787874562163914,0.8982843137254902,0.8954679581102412,0.9010099188973435,0.8819981301263411,0.9920097202430069,0.0
20,0.0004700104603773633,0.5501389066574022,0.957799671592775,0.9490541932629604,0.9031862745098039,0.8839612443709021,0.9031862745098039,0.9002482978592746,0.9063345450865558,0.8862797019543037,0.9925994765394612,0.0
21,0.00046596920601768777,0.5692436678264724,0.9507389162561576,0.901324401883518,0.9044117647058824,0.8850187985692541,0.9044117647058824,0.9013315895798114,0.907318083370288,0.8870519027265046,0.99308455642231,0.0
22,0.00046169233924471916,0.5507699401116332,0.9617405582922824,0.8593594420189951,0.9105392156862745,0.893248754197716,0.9105392156862745,0.9082142212327606,0.9126727385642,0.8948673139344333,0.9935681568164663,0.0
23,0.00045718453674948125,0.5428435602994583,0.960919540229885,0.8217088276264715,0.9093137254901961,0.891866805079678,0.9093137254901961,0.9069346874813319,0.911879508113449,0.8932061843663269,0.9939196200321856,0.0
24,0.0004524507277478193,0.5405591832005919,0.9633825944170772,0.7868951535692402,0.9080882352941176,0.8899769743938108,0.9080882352941176,0.9055745556960112,0.9098493158918963,0.8914850139704578,0.9942535487660942,0.0
25,0.00044749608859037606,0.5377473692197127,0.9623973727422003,0.7550832722701278,0.9129901960784313,0.8964271432099645,0.9129901960784313,0.9107016408476435,0.9139213979240933,0.89746490851961,0.9944833309400319,0.0
26,0.0004423260371023264,0.5349221767854613,0.9650246305418719,0.7248218012791053,0.9129901960784313,0.8959941183144652,0.9129901960784313,0.9107591980992907,0.9121800846800847,0.89746490851961,0.9947365122018004,0.0
27,0.0004369462266590668,0.5306319364577483,0.9666666666666667,0.6975372924524195,0.9154411764705882,0.8993155902934881,0.9154411764705882,0.91342918621747,0.9141779248666216,0.9008472084835856,0.9949668625552662,0.0
28,0.00043136254000433115,0.5406234944884609,0.9658456486042692,0.6727573170381433,0.9166666666666666,0.9010029330921902,0.9166666666666666,0.9148992570606247,0.9150916539946364,0.9025683788794547,0.9950682484191395,0.0
29,0.000425581082817498,0.5253911194347199,0.9701149425287356,0.651206819450154,0.9178921568627451,0.9012686773874858,0.9178921568627451,0.916102322637519,0.9156937190845117,0.9032805388238926,0.9951346592968582,0.0
30,0.0004196081770371186,0.5102394475529738,0.9743842364532019,0.6312755498231626,0.9191176470588235,0.9026173359430709,0.9191176470588235,0.9173184332713596,0.9175373516424298,0.9041569630132003,0.9952001927084501,0.0
31,0.0004134503539479704,0.5189202177504992,0.9729064039408867,0.6124485999930138,0.9178921568627451,0.9014691497431274,0.9178921568627451,0.9163095243189332,0.9155228661565787,0.9021187349128289,0.9952565120540334,0.0
32,0.00040711434703919293,0.5208540740075761,0.9727422003284072,0.595645382123835,0.9191176470588235,0.9034153939125683,0.9191176470588235,0.917654883688615,0.9167587489473108,0.9038399053086981,0.9953346745724693,0.0
33,0.0004006070846413167,0.5119248418580918,0.9768472906403941,0.5794713649095273,0.9191176470588235,0.9034153939125683,0.9191176470588235,0.917654883688615,0.9167587489473108,0.9038399053086981,0.9953534081656706,0.0
34,0.00039393568235023555,0.504813361177695,0.9793103448275862,0.5642511692701602,0.9166666666666666,0.9005070051378453,0.9166666666666666,0.9152544009298585,0.9123294344752041,0.9011880052883771,0.9954359955964833,0.0
35,0.0003871074352464058,0.511337733670017,0.9761904761904762,0.5491533478101095,0.9166666666666666,0.9005070051378453,0.9166666666666666,0.9152544009298585,0.9123294344752041,0.9011880052883771,0.995550180142226,0.0
36,0.0003801298099177846,0.5028945958770946,0.9807881773399014,0.5356364518988366,0.9178921568627451,0.9021509350849624,0.9178921568627451,0.9166936821911761,0.9132961231537572,0.9029091756842462,0.9955952903815465,0.0
37,0.0003730104362952236,0.5117662172012141,0.9771756978653531,0.5231553608295965,0.9191176470588235,0.9040645111510809,0.9191176470588235,0.918015411851328,0.914576991287409,0.9046303460801155,0.9956418133348679,0.0
38,0.0003657570993092538,0.49937000373509915,0.9801313628899836,0.5111903758609996,0.9203431372549019,0.9053853807365781,0.9203431372549019,0.9193037895199078,0.9154191767338876,0.9062914756482218,0.9956952616039845,0.0
39,0.0003583777303773769,0.49738193488081883,0.9811165845648604,0.49978727511331145,0.9227941176470589,0.9096173805425832,0.9227941176470589,0.9220470471751631,0.918134315237306,0.9104231287097184,0.9957322099780953,0.0
40,0.0003508803987311773,0.49679170230339315,0.9804597701149426,0.4893709064698687,0.9227941176470589,0.9099303904195841,0.9227941176470589,0.9219605258576608,0.9185299779985036,0.9104231287097184,0.9957738851471245,0.0
41,0.0003432733025927356,0.49893704150697865,0.9812807881773399,0.4793069876876532,0.9227941176470589,0.9099303904195841,0.9227941176470589,0.9219605258576608,0.9185299779985036,0.9104231287097184,0.9958038455042997,0.0
42,0.00033556476020999256,0.49488937672723105,0.9821018062397373,0.4696656769397212,0.9203431372549019,0.9082102116523308,0.9203431372549019,0.9197591083736114,0.9138057363842768,0.9095150265376649,0.9958207194878999,0.0
43,0.0003277632007608678,0.48431302415717803,0.9873563218390805,0.46062110393655065,0.9203431372549019,0.9082102116523308,0.9203431372549019,0.9197591083736114,0.9138057363842768,0.9095150265376649,0.9958492276975878,0.0
44,0.0003198771551360779,0.48523668908133294,0.9862068965517241,0.45167002958409924,0.9252450980392157,0.913829940193942,0.9252450980392157,0.92474253643863,0.9181696705261876,0.9153306568419474,0.9958825915180919,0.0
45,0.00031191524661073196,0.48184442842143704,0.9878489326765189,0.44363164025194507,0.9252450980392157,0.9145149410150264,0.9252450980392157,0.9248710554915647,0.9177845085329592,0.916175403048509,0.9959170329033229,0.0
46,0.00030388618141490687,0.47538841268894905,0.9904761904761905,0.4361662029051313,0.9264705882352942,0.91571864269481,0.9264705882352942,0.9259984030236748,0.9191138965052009,0.9170518272378166,0.9959720074530422,0.0
47,0.0002957987392135123,0.4751082175666671,0.9889983579638753,0.4286724907510421,0.9264705882352942,0.91571864269481,0.9264705882352942,0.9259984030236748,0.9191138965052009,0.9170518272378166,0.9960287303695418,0.0
48,0.00028766176350585726,0.47836814776234243,0.9889983579638753,0.42178943110447303,0.9276960784313726,0.9175999613627236,0.9276960784313726,0.9272926677275389,0.9206640478672671,0.9187729976336858,0.9960922834803044,0.0
49,0.00027948415195541227,0.4720776262933202,0.9914614121510673,0.41479118256007924,0.928921568627451,0.9184042655887221,0.928921568627451,0.9284957315039262,0.9214097881696578,0.9195451984058866,0.9961363293266954,0.0
50,0.00027127484666034487,0.4784608971113446,0.9891625615763546,0.4085314875724269,0.9301470588235294,0.9193587834596462,0.9301470588235294,0.9295144496543055,0.9224959896632228,0.9202573583503245,0.9961892751859542,0.0
51,0.0002630428243754678,0.4784938361061422,0.9891625615763546,0.4024706079679377,0.9325980392156863,0.9220740139633212,0.9325980392156863,0.9320295555007596,0.9253578240521507,0.9228549529355012,0.9962275600181906,0.0
52,0.00025479708669628786,0.46454172545465927,0.9944170771756978,0.3971128276750153,0.9362745098039216,0.9272211140686771,0.9362745098039216,0.9358121544109577,0.9293531087601625,0.9281769929753599,0.9962430387253928,0.0
53,0.0002466325856422107,0.46766450420780525,0.9922824302134647,0.39207129443393035,0.9362745098039216,0.9265308512638759,0.9362745098039216,0.9356802531489116,0.9291197368407135,0.9272280233516915,0.9962323487234344,0.0
54,0.0002383863805701616,0.46866027300776714,0.9919540229885058,0.3873688935064802,0.9350490196078431,0.9250216242478289,0.9350490196078431,0.9343355309884608,0.9281207018265051,0.9255068529558222,0.9962425830056045,0.0
55,0.0002301534215631087,0.4633187725528316,0.9939244663382595,0.3827694169446534,0.9338235294117647,0.9228497876548502,0.9338235294117647,0.932944431814538,0.9273949954746704,0.9227824075011405,0.9962460795871108,0.0
56,0.0002219427112408512,0.4617831854593186,0.9947454844006568,0.37828662290292625,0.9325980392156863,0.9213103997101497,0.9325980392156863,0.9315797062779706,0.9264159484963133,0.9210612371052713,0.9962645309164885,0.0
57,0.0002137632278945777,0.4593246917712865,0.9954022988505747,0.374441558823866,0.9325980392156863,0.920998731183456,0.9325980392156863,0.9316662209398734,0.9254415794753069,0.9209570136881645,0.9962788878481545,0.0
58,0.00020562391566923783,0.47203516946441826,0.9917898193760263,0.3707694259344363,0.9325980392156863,0.920998731183456,0.9325980392156863,0.9316662209398734,0.9254415794753069,0.9209570136881645,0.996294914839664,0.0
59,0.00019753367478324958,0.46056215952965623,0.9950738916256158,0.36686691641807556,0.9350490196078431,0.9248465069585491,0.9350490196078431,0.9343114628311211,0.9287123724883665,0.9243993544799028,0.9963307772856028,0.0
60,0.0001895013517962419,0.4615441015396995,0.9955665024630542,0.3633211915399514,0.9350490196078431,0.9248465069585491,0.9350490196078431,0.9343114628311211,0.9287123724883665,0.9243993544799028,0.9963621683476332,0.0
61,0.00018153572993547196,0.45540793679030656,0.997208538587849,0.3598848236542122,0.9350490196078431,0.9248465069585491,0.9350490196078431,0.9343114628311211,0.9287123724883665,0.9243993544799028,0.9963773828094272,0.0
62,0.00017364551949149458,0.4525340129784958,0.9985221674876847,0.35629048125416624,0.9362745098039216,0.9260497529972701,0.9362745098039216,0.9354796332816037,0.930604698588767,0.9252757786692104,0.9963986904656105,0.0
