run,experiment,seed,unperturbed,mean_stress,worst_stress,mean_drop,mean_retention
C1_s2026,C1,2026,0.9502534294950886,0.9139898572263476,0.7350840748857325,0.036263572268740996,0.961837999060935
C2_s2026,C2,2026,0.9449097502951348,0.9057360305908507,0.713348316201152,0.03917371970428407,0.9585423690547713
C4_s2026,C4,2026,0.9489382190153653,0.897931345685966,0.7120598012553445,0.05100687332939935,0.9462484782388414
R0_s2026,R0,2026,0.9435728950114228,0.8493054662478419,0.41933341865063173,0.09426742876358096,0.900095234547364
R1_s2026,R1,2026,0.9463352540607392,0.8333991304688564,0.2560448222061844,0.11293612359188276,0.8806594987270397
R2_s2026,R2,2026,0.9466009779899112,0.8484913910464119,0.3885460649444714,0.09810958694349925,0.896355920578243
R3_s2026,R3,2026,0.9435007146407365,0.838541056643092,0.2581488692215474,0.1049596579976445,0.888755083733444
TLA_s2026,TLA,2026,0.9433821242220944,0.9065305544898418,0.7312806313875667,0.036851569732252676,0.9609367521537043
