epoch,lr,train_loss,train_acc1,val_loss,val_acc1,val_macro_f1,val_micro_f1,val_macro_auc
1,2.0800000000000008e-05,1.715739294734886,0.3947454844006568,1.9399832907844992,0.16911764705882354,0.09352247455957799,0.16911764705882354,0.5234856092457659
2,4.039374999999998e-05,0.8340608132296595,0.8272577996715927,1.9310290766697304,0.17524509803921567,0.10350609876104601,0.17524509803921567,0.5597570373440376
3,6.0193749999999915e-05,0.670482714657713,0.9032840722495895,1.9200080446168488,0.1948529411764706,0.11744022465943225,0.1948529411764706,0.6002582048634412
4,7.999374999999994e-05,0.600644444812499,0.9359605911330049,1.9067741819456512,0.22549019607843138,0.15098616990722386,0.22549019607843138,0.6429225291385405
5,9.979374999999996e-05,0.5714546363733476,0.9472906403940887,1.8911575639949125,0.24754901960784315,0.16999438611647363,0.24754901960784315,0.6865182886295477
6,9.997349708008011e-05,0.5714651102698691,0.9479474548440066,1.872420967793932,0.27450980392156865,0.19451216968726265,0.27450980392156865,0.7302934612569868
7,9.989289855433936e-05,0.5455996594797019,0.9592775041050903,1.8507367279015334,0.3174019607843137,0.24031987459211537,0.3174019607843137,0.7723126309972285
8,9.975828961920868e-05,0.5437270062897593,0.9620689655172414,1.8254286798776365,0.35661764705882354,0.2817531757698705,0.35661764705882354,0.8114501408939746
9,9.95698174675823e-05,0.5139319349881659,0.9753694581280788,1.7966021392859666,0.39705882352941174,0.328455372186371,0.39705882352941174,0.8474891545415629
10,9.932768819099092e-05,0.5011988359131837,0.9791461412151067,1.764081167239769,0.44607843137254904,0.38947651151517265,0.44607843137254904,0.8781012884935103
11,9.903216655424362e-05,0.4910624046141682,0.9827586206896551,1.7281482196321674,0.5012254901960784,0.45113201596647035,0.5012254901960784,0.9038417364405922
12,9.868357570591128e-05,0.49033636208042525,0.9839080459770115,1.6894507291270238,0.5600490196078431,0.5156398930309983,0.5600490196078431,0.9236485537275402
13,9.82822968249687e-05,0.4915092023331152,0.9825944170771757,1.646279727711397,0.6102941176470589,0.5707778520119697,0.6102941176470589,0.9397888147316591
14,9.782876870398065e-05,0.4854433731394644,0.9850574712643678,1.5991827249526978,0.6740196078431373,0.6364972871825044,0.6740196078431373,0.9517246389143258
