epoch,lr,train_loss,train_acc1,val_loss,val_acc1,val_macro_f1,val_micro_f1,val_macro_auc
1,2.0800000000000008e-05,1.7214071392034271,0.38883415435139573,1.939214968213848,0.1642156862745098,0.08480648587859874,0.1642156862745098,0.5254893283881155
2,4.039374999999998e-05,0.8370972638842703,0.8244663382594417,1.930349310239156,0.17892156862745098,0.09874192490503693,0.17892156862745098,0.5614494002686871
3,6.0193749999999915e-05,0.666231887563696,0.9067323481116585,1.9194156422334558,0.19975490196078433,0.12078754901773622,0.19975490196078433,0.6017091745676639
4,7.978749999999994e-05,0.5963906760286228,0.9343185550082101,1.9062870998008579,0.22794117647058823,0.149026792545431,0.22794117647058823,0.6437659249243379
5,9.958749999999996e-05,0.5727289269906155,0.948440065681445,1.8907171534556968,0.24877450980392157,0.16896161694720768,0.24877450980392157,0.6872423362456545
6,9.997405205118188e-05,0.5487867891886355,0.961247947454844,1.8722725685905008,0.27941176470588236,0.19761139998321028,0.27941176470588236,0.7305389555509593
7,9.989401670031086e-05,0.5303900720744298,0.9666666666666667,1.8509198333702834,0.32107843137254904,0.24613120943544184,0.32107843137254904,0.7723896377639111
8,9.975996971737368e-05,0.5256710459152466,0.9676518883415435,1.825967230048834,0.3541666666666667,0.27929715107027436,0.3541666666666667,0.8114437773448059
9,9.957205768077815e-05,0.5227366474168054,0.9684729064039409,1.797735473688911,0.39950980392156865,0.3365545722717395,0.39950980392156865,0.8459452464333951
10,9.933048606957738e-05,0.5033321873503561,0.9791461412151067,1.766006766581068,0.4411764705882353,0.38936613976909096,0.4411764705882353,0.8762969717585216
11,9.903551903878152e-05,0.510537232730189,0.9753694581280788,1.7307595622305776,0.49264705882352944,0.4440286910176779,0.49264705882352944,0.9022565307980696
12,9.868747913050801e-05,0.4905532829965081,0.983743842364532,1.6923110064338236,0.553921568627451,0.5144900176365679,0.553921568627451,0.9222710848515332
13,9.828674692128678e-05,0.4960054802385653,0.9814449917898194,1.6493057550168504,0.616421568627451,0.5850644303512044,0.616421568627451,0.9386694476918962
14,9.783376060590508e-05,0.4860368662475561,0.9848932676518883,1.6032188242557002,0.6703431372549019,0.6414853623635567,0.6703431372549019,0.9508964479911707
15,9.732901551824811e-05,0.4787964081529326,0.9883415435139573,1.5535661262624405,0.7156862745098039,0.6850302058523651,0.7156862745098039,0.9603758351950519
16,9.677306358965857e-05,0.4827235069866055,0.9866995073891626,1.5006097508411782,0.7487745098039216,0.7193230058674942,0.7487745098039216,0.9674912447049053
17,9.6166512745408e-05,0.4774172271903121,0.9885057471264368,1.4438919389949125,0.7830882352941176,0.7572188705209985,0.7830882352941176,0.9732227244377688
18,9.551002623993923e-05,0.4814938525456709,0.987192118226601,1.385400510301777,0.8137254901960784,0.7856164792857177,0.8137254901960784,0.9772162263763182
19,9.480432193160766e-05,0.4771023312225718,0.9881773399014778,1.3251354741115196,0.8308823529411765,0.8022427853509253,0.8308823529411765,0.9804712809600653
20,9.405017149771339e-05,0.47122918222533855,0.9908045977011494,1.2620903440550262,0.8504901960784313,0.8230254469498683,0.8504901960784313,0.9830997794184354
21,9.325699387394804e-05,0.4809923496543872,0.9883415435139573,1.2001303878484988,0.8615196078431373,0.8352159573162636,0.8615196078431373,0.985127726549678
22,9.24089594497532e-05,0.4715469292427714,0.9901477832512315,1.1380821676815258,0.8762254901960784,0.8522302979869989,0.8762254901960784,0.9866050053767055
23,9.151509819370117e-05,0.4685203744762245,0.9927750410509031,1.0756994532603843,0.8860294117647058,0.8625731593799802,0.8860294117647058,0.988037564325752
24,9.057638752995192e-05,0.465431600701437,0.9926108374384236,1.0155154957490808,0.8958333333333334,0.8725752858436889,0.8958333333333334,0.9891324417602231
25,8.959385392483427e-05,0.4664580166242001,0.9929392446633826,0.9576281390938104,0.9056372549019608,0.8857607939955933,0.9056372549019608,0.9900801954423208
26,8.856857176441996e-05,0.46239486934711976,0.9947454844006568,0.9027455659473643,0.9129901960784313,0.895841189142922,0.9129901960784313,0.9908586824019547
27,8.750166217969835e-05,0.45977970461540035,0.9960591133004926,0.8502930285883885,0.9191176470588235,0.9032856366083423,0.9191176470588235,0.9915100579501652
28,8.63942918206362e-05,0.4613258518217428,0.9950738916256158,0.801484650256587,0.9240196078431373,0.9090518497124818,0.9240196078431373,0.9920803809401445
29,8.524767158046293e-05,0.45938534930421804,0.9957307060755337,0.7556999056946998,0.9252450980392157,0.9116295887776454,0.9252450980392157,0.9924882887396004
30,8.406305527157657e-05,0.45921894227734145,0.9958949096880131,0.7127072203393076,0.928921568627451,0.9162649153215054,0.928921568627451,0.9928690989687853
31,8.284173825451849e-05,0.4602419914674681,0.9952380952380953,0.6740902171415442,0.9301470588235294,0.9178899472552283,0.9301470588235294,0.9932067636094539
32,8.158505602151577e-05,0.4657337677889857,0.9935960591133005,0.6397169512860915,0.9301470588235294,0.9184620001776669,0.9301470588235294,0.9935161056506185
33,8.029438273613971e-05,0.4613723243985857,0.9952380952380953,0.6082778619784935,0.9313725490196079,0.9196655304214884,0.9313725490196079,0.993780308911221
34,7.897112973067839e-05,0.4564643387724026,0.9970443349753695,0.5794861749106762,0.9375,0.9274812084566444,0.9375,0.9940196637898567
35,7.761674396286546e-05,0.4611561576916862,0.9945812807881773,0.5536129521388634,0.9375,0.9271425364860697,0.9375,0.9942465993798233
36,7.623270643365319e-05,0.4559237964439079,0.997208538587849,0.5297865014450223,0.9375,0.9271425364860697,0.9375,0.9944720611220956
37,7.482053056775946e-05,0.45733709055410426,0.9970443349753695,0.5082955442222894,0.9375,0.9260842173710782,0.9375,0.99475958887737
38,7.33817605587603e-05,0.4591199088762155,0.9957307060755337,0.4894469023919573,0.9387254901960784,0.9272562832741028,0.9387254901960784,0.9949773588143495
39,7.191796968053679e-05,0.45504247154704064,0.9980295566502463,0.4723827879802853,0.9411764705882353,0.9293500208748068,0.9411764705882353,0.9951761687661459
40,7.043075856692308e-05,0.4568682032559306,0.9970443349753695,0.4568146344493417,0.9399509803921569,0.9281438860615708,0.9399509803921569,0.9953691781584598
41,6.89217534614369e-05,0.46120383344064597,0.9957307060755337,0.4426930739599116,0.946078431372549,0.9366855685098996,0.946078431372549,0.9955395593695211
42,6.739260443900612e-05,0.4590358772594941,0.9955665024630542,0.43006478103936885,0.946078431372549,0.9366276703464756,0.946078431372549,0.9956350385692048
43,6.584498360163592e-05,0.45477712796435177,0.9978653530377668,0.4192401667435964,0.9485294117647058,0.9396174187330809,0.9485294117647058,0.9957360774288377
44,6.42805832499901e-05,0.4543605996959511,0.9977011494252873,0.40942457552049677,0.9509803921568627,0.9420445123757991,0.9509803921568627,0.9958764447879377
45,6.270111403288494e-05,0.4534703752873175,0.9981937602627258,0.40012165085942136,0.9509803921568627,0.9420445123757991,0.9509803921568627,0.9959746780712079
46,6.110830307671997e-05,0.4525094833867303,0.9986863711001642,0.39171570422602636,0.9509803921568627,0.9417892734245419,0.9509803921568627,0.9960967907213393
47,5.9503892096889954e-05,0.45545575700957197,0.9981937602627258,0.38369257309857535,0.9509803921568627,0.9418235056345745,0.9509803921568627,0.9961480175979691
48,5.7889635493245775e-05,0.4517426179449742,0.9988505747126437,0.3764144304920645,0.9534313725490197,0.9450475776643075,0.9534313725490197,0.9962389259215428
49,5.6267298431683325e-05,0.45169458081961067,0.9986863711001642,0.3696845553669275,0.9534313725490197,0.9450475776643075,0.9534313725490197,0.9963624381232653
50,5.46386549139604e-05,0.4524949594867249,0.9981937602627258,0.3635041474127302,0.9534313725490197,0.9450475776643075,0.9534313725490197,0.9964322598781903
51,5.300548583785223e-05,0.4586360540198184,0.9962233169129721,0.35800081199290706,0.9509803921568627,0.941464073019232,0.9509803921568627,0.9965113052250513
52,5.136957704976551e-05,0.45464243376979296,0.9977011494252873,0.35312697466681986,0.9509803921568627,0.9417132558738415,0.9509803921568627,0.9965601122847474
53,4.973271739194186e-05,0.4548310725266123,0.9975369458128078,0.3487497971338384,0.9509803921568627,0.9421461524433876,0.9509803921568627,0.9966235335864371
54,4.8096696746385035e-05,0.4510281419323387,0.9991789819376026,0.3449711519129136,0.9509803921568627,0.9421461524433876,0.9509803921568627,0.9966845587902581
55,4.6463304077651085e-05,0.44932152361705385,0.9995073891625615,0.34118667244911194,0.9509803921568627,0.9421461524433876,0.9509803921568627,0.9967403689686155
