epoch,gate_global_mean,Brown Blight_mean,Brown Blight_std,Brown Blight_n,Gray Blight_mean,Gray Blight_std,Gray Blight_n,Green mirid bug_mean,Green mirid bug_std,Green mirid bug_n,Healthy leaf_mean,Healthy leaf_std,Healthy leaf_n,Helopeltis_mean,Helopeltis_std,Helopeltis_n,Red spider_mean,Red spider_std,Red spider_n,Tea algal leaf spot_mean,Tea algal leaf spot_std,Tea algal leaf spot_n
1,0.1193685308098793,0.11937079578638077,0.0002650023379828781,83,0.11942033469676971,0.0003197542973794043,163,0.11927160620689392,0.0003135740989819169,185,0.11949064582586288,0.0003118154709227383,147,0.11947277188301086,0.00024530969676561654,86,0.11920567601919174,0.000330963492160663,76,0.11929963529109955,0.0003129595424979925,76
2,0.11940278857946396,0.11940976977348328,0.0002780140202958137,83,0.1194540411233902,0.0003264528058934957,163,0.11929535865783691,0.0003304873825982213,185,0.11952842772006989,0.0003159714106004685,147,0.11951889842748642,0.00025487327366136014,86,0.11923940479755402,0.00034040104947052896,76,0.11933577805757523,0.0003288364387117326,76
3,0.1194416880607605,0.1194465383887291,0.0002900949912145734,83,0.11949373036623001,0.00033612659899517894,163,0.11932867765426636,0.00034256730577908456,185,0.11956869810819626,0.00032640088465996087,147,0.11956716328859329,0.0002571868244558573,86,0.11927072703838348,0.00034488944220356643,76,0.11938315629959106,0.0003436980477999896,76
4,0.11949524283409119,0.11951860040426254,0.00030027684988453984,83,0.11955813318490982,0.00034526208764873445,163,0.11937321722507477,0.0003551674890331924,185,0.11959901452064514,0.0003326593723613769,147,0.11962393671274185,0.0002717192401178181,86,0.11932051926851273,0.0003543602069839835,76,0.11946025490760803,0.0003602555952966213,76
5,0.11954400688409805,0.11960684508085251,0.00031331481295637786,83,0.11961954832077026,0.00035277011920697987,163,0.11942270398139954,0.00036795297637581825,185,0.11959776282310486,0.0003309026069473475,147,0.119670070707798,0.00027571155806072056,86,0.11936388164758682,0.0003559691831469536,76,0.11954217404127121,0.0003705041599459946,76
6,0.11961394548416138,0.1197524443268776,0.0003341657866258174,83,0.1197064146399498,0.0003558969765435904,163,0.11949528753757477,0.00037945364601910114,185,0.11958032846450806,0.00032507459400221705,147,0.11972400546073914,0.00028164355899207294,86,0.11943375319242477,0.00036204056232236326,76,0.11967387795448303,0.00038326362846419215,76
7,0.11964812874794006,0.11988701671361923,0.0003624319506343454,83,0.11975958943367004,0.0003640124050434679,163,0.1195332258939743,0.00038824143121019006,185,0.11950600892305374,0.000321393454214558,147,0.11974955350160599,0.00029092960176058114,86,0.11945623904466629,0.0003669314319267869,76,0.11977988481521606,0.00039573563844896853,76
8,0.1196930855512619,0.12006424367427826,0.00040071297553367913,83,0.11982399225234985,0.0003819047415163368,163,0.11960119009017944,0.0003895993286278099,185,0.1193963885307312,0.0003160139312967658,147,0.11977297812700272,0.0002976905961986631,86,0.1194787248969078,0.0003770841285586357,76,0.11992845684289932,0.00040873861871659756,76
9,0.11971619725227356,0.12024807929992676,0.0004596967773977667,83,0.1198606863617897,0.0004123652179259807,163,0.11967377364635468,0.00039217929588630795,185,0.11922740191221237,0.000305211084196344,147,0.11976446211338043,0.0003089004894718528,86,0.11946507543325424,0.00038579292595386505,76,0.12007060647010803,0.0004234279622323811,76
10,0.11978410929441452,0.12054958194494247,0.000558610016014427,83,0.11995767056941986,0.0004795594431925565,163,0.11981464922428131,0.0004118062206543982,185,0.11901897192001343,0.00030158358276821673,147,0.11976871639490128,0.00033050673664547503,86,0.11946025490760803,0.0004128779110033065,76,0.12032277882099152,0.00047637498937547207,76
11,0.11988411843776703,0.12092608958482742,0.0006962846382521093,83,0.12005652487277985,0.0005879800301045179,163,0.12003965675830841,0.00046114358701743186,185,0.11879350990056992,0.0002954119991045445,147,0.11978078633546829,0.00036428304156288505,86,0.1194586530327797,0.0004441568162292242,76,0.12064963579177856,0.0005565499886870384,76
12,0.12000693380832672,0.1214003935456276,0.0008744797087274492,83,0.12018084526062012,0.0007365711499005556,163,0.12029468268156052,0.0005557748372666538,185,0.11853858083486557,0.000295997888315469,147,0.11976587772369385,0.0004101694212295115,86,0.11946266889572144,0.00048400595551356673,76,0.12106885761022568,0.0006816160166636109,76
13,0.1201743334531784,0.12201295047998428,0.0011175626423209906,83,0.12034036219120026,0.0009204786038026214,163,0.12060810625553131,0.0006975791184231639,185,0.11825872957706451,0.00029216695111244917,147,0.119761623442173,0.00047058984637260437,86,0.11948354542255402,0.0005437528598122299,76,0.12161736935377121,0.0008518069516867399,76
14,0.12037584185600281,0.12278655916452408,0.0014260634779930115,83,0.12053956836462021,0.0011490854667499661,163,0.12097761780023575,0.0008815216715447605,185,0.11793611198663712,0.0002975083189085126,147,0.11975168436765671,0.0005542225553654134,86,0.11949318647384644,0.0006198820192366838,76,0.12223494797945023,0.0010743619641289115,76
15,0.12062768638134003,0.12370134890079498,0.0017893332988023758,83,0.12077733874320984,0.001406796625815332,163,0.12139496952295303,0.001094549079425633,185,0.11762969195842743,0.00030889754998497665,147,0.119731105864048,0.0006548892706632614,86,0.1195397600531578,0.000698610208928585,76,0.1229834333062172,0.0013412554981186986,76
16,0.12096180766820908,0.12486101686954498,0.0022467400413006544,83,0.12105855345726013,0.0017100258264690638,163,0.12191987037658691,0.0013617891818284988,185,0.11731870472431183,0.00032432653824798763,147,0.11971903592348099,0.0007778384606353939,86,0.11963693797588348,0.0008120405836962163,76,0.12394151836633682,0.0016897033201530576,76
17,0.12138044834136963,0.12629865109920502,0.0027856191154569387,83,0.12140866369009018,0.002090654568746686,163,0.1225239485502243,0.00168908154591918,185,0.11703179776668549,0.00035490788286551833,147,0.11969916522502899,0.0009255746263079345,86,0.11974776536226273,0.0009487557108514011,76,0.1251116245985031,0.0021341731771826744,76
18,0.1218160018324852,0.12783114612102509,0.0033397534862160683,83,0.12175053358078003,0.002495942637324333,163,0.12319006025791168,0.0020708914380520582,185,0.11670461297035217,0.00039142637979239225,147,0.11967504024505615,0.0010915101738646626,86,0.1198601946234703,0.0011099656112492085,76,0.1263074427843094,0.0026294426061213017,76
19,0.122225821018219,0.12938275933265686,0.0038737759459763765,83,0.12209390103816986,0.0029109546449035406,163,0.12379876524209976,0.0024541825987398624,185,0.11635418236255646,0.00043279476813040674,147,0.11962252110242844,0.0012703672982752323,86,0.11996299028396606,0.0012858416885137558,76,0.12742936611175537,0.003175279824063182,76
20,0.1226065382361412,0.13090938329696655,0.004394644871354103,83,0.1224241629242897,0.0033351765014231205,163,0.1243860200047493,0.0028692325577139854,185,0.1159755140542984,0.00046933317207731307,147,0.11951961368322372,0.0014371431898325682,86,0.12004892528057098,0.0014714532298967242,76,0.12847499549388885,0.0037577319890260696,76
21,0.12297895550727844,0.1325712949037552,0.004941844381392002,83,0.12268403172492981,0.0037643807008862495,163,0.12497195601463318,0.0033546381164342165,185,0.11554079502820969,0.0005045895813964307,147,0.11941954493522644,0.0016210108296945691,86,0.12005615234375,0.0016839917516335845,76,0.12962180376052856,0.004460158292204142,76
22,0.12329842150211334,0.13426263630390167,0.005507253110408783,83,0.12285740673542023,0.004159925971180201,163,0.1254216432571411,0.0038430735003203154,185,0.11508864164352417,0.0005417420179583132,147,0.11929534375667572,0.0017904996639117599,86,0.1200127825140953,0.0018788265297189355,76,0.13079673051834106,0.005236438941210508,76
23,0.12362745404243469,0.13600176572799683,0.006103573366999626,83,0.12301953881978989,0.004562517628073692,163,0.12588946521282196,0.004364468157291412,185,0.11462568491697311,0.0005650284583680332,147,0.11915694922208786,0.00194129953160882,86,0.1199517473578453,0.002114014234393835,76,0.13205678761005402,0.0060876901261508465,76
24,0.12387227267026901,0.1375350058078766,0.00671246787533164,83,0.12300306558609009,0.0048960293643176556,163,0.12625303864479065,0.004897755570709705,185,0.11417684704065323,0.0005897055962122977,147,0.11902068555355072,0.0021190971601754427,86,0.11984654515981674,0.002334803808480501,76,0.13328874111175537,0.006921377964317799,76
25,0.12417243421077728,0.13936974108219147,0.007456765044480562,83,0.12307383865118027,0.005318572279065847,163,0.12659449875354767,0.0054552615620195866,185,0.11367154121398926,0.0006110386457294226,147,0.11886028945446014,0.0022913459688425064,86,0.1197790876030922,0.002598882419988513,76,0.13475117087364197,0.007863224484026432,76
26,0.12438920140266418,0.14097356796264648,0.008195340633392334,83,0.12299033254384995,0.005719861015677452,163,0.12692904472351074,0.0059906430542469025,185,0.11315710097551346,0.0006313090561889112,147,0.11858776211738586,0.002484711119905114,86,0.11971563845872879,0.0028533742297440767,76,0.13605861365795135,0.008778134360909462,76
27,0.12458158284425735,0.14259430766105652,0.008986016735434532,83,0.1229536384344101,0.006176757160574198,163,0.12725764513015747,0.006513139698654413,185,0.11258910596370697,0.0006495932466350496,147,0.1182761937379837,0.0026827044785022736,86,0.11956305056810379,0.003132379613816738,76,0.13723674416542053,0.00973109807819128,76
28,0.12478712201118469,0.14438344538211823,0.009804564528167248,83,0.12296337634325027,0.006704172119498253,163,0.12753675878047943,0.007069116458296776,185,0.11200906336307526,0.0006803928990848362,147,0.11797385662794113,0.002846648683771491,86,0.11936227977275848,0.003395578358322382,76,0.13845424354076385,0.010666986927390099,76
29,0.125041663646698,0.14606669545173645,0.010660634376108646,83,0.12300194054841995,0.007242895197123289,163,0.12803031504154205,0.00777098536491394,185,0.1114792600274086,0.0007050369749777019,147,0.11756648868322372,0.0030740059446543455,86,0.11910368502140045,0.003668610006570816,76,0.13980905711650848,0.01163804903626442,76
30,0.1253160983324051,0.1478852480649948,0.011549477465450764,83,0.12302740663290024,0.00782507099211216,163,0.12855324149131775,0.008463190868496895,185,0.11089008301496506,0.0007364486809819937,147,0.11715059727430344,0.003361746668815613,86,0.11882581561803818,0.003996436018496752,76,0.14133012294769287,0.012542571872472763,76
31,0.12552553415298462,0.1495765745639801,0.01245503593236208,83,0.1228843629360199,0.008341705426573753,163,0.1290355771780014,0.00908870343118906,185,0.11029218882322311,0.0007773381075821817,147,0.11675173789262772,0.0036491479258984327,86,0.1184820905327797,0.004287044517695904,76,0.14281584322452545,0.013373171910643578,76
32,0.1256950944662094,0.15103112161159515,0.013354964554309845,83,0.12263872474431992,0.008912578225135803,163,0.1296205222606659,0.009718057699501514,185,0.10963450372219086,0.000818805827293545,147,0.11632519960403442,0.0039556375704705715,86,0.11807652562856674,0.004606673493981361,76,0.14431120455265045,0.014175531454384327,76
33,0.12576144933700562,0.15227389335632324,0.014275637455284595,83,0.12225154787302017,0.009382486343383789,163,0.13003787398338318,0.010263865813612938,185,0.10892325639724731,0.0008667026995681226,147,0.11595047265291214,0.0042305076494812965,86,0.11759547144174576,0.004899480380117893,76,0.14576159417629242,0.014908522367477417,76
34,0.12590976059436798,0.1537674069404602,0.015262506902217865,83,0.12205720692873001,0.009968157857656479,163,0.13042618334293365,0.010829619131982327,185,0.10816135257482529,0.0009215148747898638,147,0.11555729061365128,0.004524955525994301,86,0.11720436811447144,0.005280776415020227,76,0.1475042998790741,0.015650548040866852,76
35,0.12607507407665253,0.15527784824371338,0.016178401187062263,83,0.12191229313611984,0.010619626380503178,163,0.13080625236034393,0.011420332826673985,185,0.10737578570842743,0.0009764480637386441,147,0.11516623944044113,0.004811600781977177,86,0.11680120974779129,0.005581256467849016,76,0.14938032627105713,0.01638292893767357,76
36,0.1262061893939972,0.15671107172966003,0.017175618559122086,83,0.12168724834918976,0.011275195516645908,163,0.13114607334136963,0.011982224881649017,185,0.10646939277648926,0.0010328745702281594,147,0.11469783633947372,0.005130155477672815,86,0.11645588278770447,0.0059244283474981785,76,0.1515069305896759,0.01711682602763176,76
37,0.12624292075634003,0.15784500539302826,0.018142182379961014,83,0.12145509570837021,0.011897657997906208,163,0.13138064742088318,0.012570131570100784,185,0.10540937632322311,0.0010919217020273209,147,0.11423155665397644,0.005468850024044514,86,0.11599008738994598,0.0062741176225245,76,0.15363352000713348,0.017770232632756233,76
38,0.12625674903392792,0.1593039631843567,0.019085930660367012,83,0.1212364137172699,0.012692682445049286,163,0.1314624696969986,0.013054830022156239,185,0.10439876466989517,0.001158461207523942,147,0.11376030743122101,0.00575870368629694,86,0.11548654735088348,0.006715906318277121,76,0.15545012056827545,0.01837226375937462,76
39,0.12624740600585938,0.16094309091567993,0.020012017339468002,83,0.12088443338871002,0.013446020893752575,163,0.13151559233665466,0.013531932607293129,185,0.10350234061479568,0.001209451467730105,147,0.11322234570980072,0.0060571543872356415,86,0.11486495286226273,0.007067784667015076,76,0.15714946389198303,0.018932292237877846,76
40,0.12613140046596527,0.1620674580335617,0.02089589834213257,83,0.12051485478878021,0.0140769574791193,163,0.13148853182792664,0.013935251161456108,185,0.10256356000900269,0.0012554120039567351,147,0.11269006133079529,0.006261851172894239,86,0.11419838666915894,0.007477727252990007,76,0.15861912071704865,0.019290659576654434,76
41,0.1258634626865387,0.16261309385299683,0.02172725461423397,83,0.11997751891613007,0.014608336612582207,163,0.13141858577728271,0.014275544323027134,185,0.10162851959466934,0.00130767363589257,147,0.11204919219017029,0.006474428344517946,86,0.11342741549015045,0.007832683622837067,76,0.15977397561073303,0.019477834925055504,76
42,0.1257203072309494,0.16328006982803345,0.022628337144851685,83,0.11956487596035004,0.015184118412435055,163,0.13166141510009766,0.014713998883962631,185,0.10063078254461288,0.0013683727011084557,147,0.11143813282251358,0.006800556089729071,86,0.1125946044921875,0.008223328739404678,76,0.16125649213790894,0.019816232845187187,76
43,0.1256103515625,0.1639396995306015,0.023486271500587463,83,0.11927992105484009,0.015799665823578835,163,0.13187816739082336,0.015176448039710522,185,0.09977296739816666,0.0014183107996359468,147,0.1107993870973587,0.007162153255194426,86,0.11176019161939621,0.008668082766234875,76,0.16265547275543213,0.020079882815480232,76
